# Total Phase Data Center(tm) v8.00
# (c) 2005-2025 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data,ASCII
0,"2708","0:57.122.441","278.100 us","1 B","","S","50","Write Transaction",8F,"."
0,"2709","0:57.122.719","529.200 us","4 B","","SP","50","Read Transaction",00 9A 00 9A*,"...."
0,"2710","0:57.124.233","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2711","0:57.126.635","278.100 us","1 B","","S","50","Write Transaction",08,"."
0,"2712","0:57.126.913","218.100 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2713","0:57.127.387","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2714","0:57.127.665","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2715","0:57.128.513","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2716","0:57.129.420","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"2717","0:57.129.698","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2718","0:57.130.544","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2719","0:57.131.371","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2720","0:57.131.649","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2721","0:57.132.501","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2722","0:57.133.404","278.100 us","1 B","","S","50","Write Transaction",9E,"."
0,"2723","0:57.133.682","218.100 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2724","0:57.134.532","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2725","0:57.135.375","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2726","0:57.135.653","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2727","0:57.136.500","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2728","0:57.137.407","278.100 us","1 B","","S","50","Write Transaction",93,"."
0,"2729","0:57.137.685","218.100 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2730","0:57.138.531","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2731","0:57.139.387","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2732","0:57.139.665","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2733","0:57.140.518","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2734","0:57.141.420","278.200 us","1 B","","S","50","Write Transaction",9D,"."
0,"2735","0:57.141.698","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2736","0:57.142.548","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2737","0:57.143.373","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2738","0:57.143.651","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2739","0:57.144.498","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2740","0:57.145.405","278.100 us","1 B","","S","50","Write Transaction",88,"."
0,"2741","0:57.145.683","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2742","0:57.146.528","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2743","0:57.147.391","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2744","0:57.147.669","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2745","0:57.148.521","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2746","0:57.149.424","278.200 us","1 B","","S","50","Write Transaction",9D,"."
0,"2747","0:57.149.702","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2748","0:57.150.552","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2749","0:57.151.373","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2750","0:57.151.651","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2751","0:57.152.498","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2752","0:57.153.405","278.100 us","1 B","","S","50","Write Transaction",89,"."
0,"2753","0:57.153.683","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2754","0:57.154.528","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2755","0:57.155.382","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2756","0:57.155.660","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2757","0:57.156.512","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2758","0:57.157.419","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"2759","0:57.157.697","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2760","0:57.158.547","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2761","0:57.159.372","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2762","0:57.159.650","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2763","0:57.160.498","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2764","0:57.161.400","278.200 us","1 B","","S","50","Write Transaction",9E,"."
0,"2765","0:57.161.679","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2766","0:57.162.528","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2767","0:57.163.373","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2768","0:57.163.651","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2769","0:57.164.503","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2770","0:57.165.411","278.100 us","1 B","","S","50","Write Transaction",94,"."
0,"2771","0:57.165.689","218.100 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2772","0:57.166.539","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2773","0:57.168.079","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2774","0:57.168.357","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2775","0:57.169.205","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2776","0:57.170.108","278.100 us","1 B","","S","50","Write Transaction",8E,"."
0,"2777","0:57.170.386","218.000 us","1 B","","SP","50","Read Transaction",64*,"d"
0,"2778","0:57.171.236","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2779","0:57.172.297","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2780","0:57.172.575","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2781","0:57.173.429","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2782","0:57.174.331","278.100 us","1 B","","S","50","Write Transaction",8E,"."
0,"2783","0:57.174.609","218.100 us","1 B","","SP","50","Read Transaction",64*,"d"
0,"2784","0:57.175.325","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2785","0:57.176.281","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2786","0:57.176.560","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2787","0:57.177.406","321.800 us","2 B","","SP","50","Write Transaction",7F 2F,"./"
0,"2788","0:57.178.314","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2789","0:57.178.592","218.000 us","1 B","","SP","50","Read Transaction",07*,"."
0,"2790","0:57.179.330","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2791","0:57.180.282","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2792","0:57.180.560","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2793","0:57.181.411","321.700 us","2 B","","SP","50","Write Transaction",7F 2C,".,"
0,"2794","0:57.182.313","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2795","0:57.182.591","13.389.200 ms","128 B","","SP","50","Read Transaction",55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 00 00 00 00 AA AA AA AA AA AA AA AA 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 00 00 00 00 AA AA AA AA AA AA AA AA 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55*,"UUUUUUUUUUUUUUUUUUUUUUUU"
0,"2796","0:57.211.509","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2797","0:57.212.499","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2798","0:57.212.777","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2799","0:57.213.627","321.700 us","2 B","","SP","50","Write Transaction",7F 20,". "
0,"2800","0:57.214.532","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2801","0:57.214.810","13.389.200 ms","128 B","","SP","50","Read Transaction",00 09 01 09 02 09 03 09 04 09 05 09 06 09 07 09 10 0B 11 0B 12 0B 13 0B 14 0B 15 0B 16 0B 17 0B 20 0D 21 0D 22 0D 23 0D 24 0D 25 0D 26 0D 27 0D 30 0F 31 0F 32 0F 33 0F 34 0F 35 0F 36 0F 37 0F 40 0A 41 0A 42 0A 43 0A 44 0A 45 0A 46 0A 47 0A 50 0C 51 0C 52 0C 53 0C 54 0C 55 0C 56 0C 57 0C 60 0E 61 0E 62 0E 63 0E 64 0E 65 0E 66 0E 67 0E 70 10 71 10 72 10 73 10 74 10 75 10 76 10 77 10*,"........................"
0,"2802","0:57.243.508","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2803","0:57.244.622","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2804","0:57.244.900","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2805","0:57.245.752","321.800 us","2 B","","SP","50","Write Transaction",7F 21,".!"
0,"2806","0:57.246.658","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2807","0:57.246.937","13.389.200 ms","128 B","","SP","50","Read Transaction",00 11 01 11 02 11 03 11 04 11 05 11 06 11 07 11 10 13 11 13 12 13 13 13 14 13 15 13 16 13 17 13 20 15 21 15 22 15 23 15 24 15 25 15 26 15 27 15 30 17 31 17 32 17 33 17 34 17 35 17 36 17 37 17 40 19 41 19 42 19 43 19 44 19 45 19 46 19 47 19 50 04 51 04 52 04 53 04 00 00 00 00 00 00 00 00 60 05 61 05 62 05 63 05 64 05 65 05 66 05 67 05 70 07 71 07 72 07 73 07 74 07 75 07 76 07 77 07*,"........................"
0,"2808","0:57.275.956","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2809","0:57.277.040","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2810","0:57.277.318","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2811","0:57.278.171","321.800 us","2 B","","SP","50","Write Transaction",7F 22,"."""
0,"2812","0:57.279.077","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2813","0:57.279.355","13.389.100 ms","128 B","","SP","50","Read Transaction",00 12 01 12 02 12 03 12 04 12 05 12 06 12 07 12 10 14 11 14 12 14 13 14 14 14 15 14 16 14 17 14 20 16 21 16 22 16 23 16 24 16 25 16 26 16 27 16 30 18 31 18 32 18 33 18 34 18 35 18 36 18 37 18 40 1A 41 1A 42 1A 43 1A 44 1A 45 1A 46 1A 47 1A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 60 06 61 06 62 06 63 06 64 06 65 06 66 06 67 06 70 08 71 08 72 08 73 08 74 08 75 08 76 08 77 08*,"........................"
0,"2814","0:57.308.383","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2815","0:57.309.461","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2816","0:57.309.739","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2817","0:57.310.594","321.700 us","2 B","","SP","50","Write Transaction",7F 23,".#"
0,"2818","0:57.311.344","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2819","0:57.311.622","13.389.200 ms","128 B","","SP","50","Read Transaction",00 1B 01 1B 02 1B 03 1B 04 1B 05 1B 06 1B 07 1B 10 1C 11 1C 12 1C 13 1C 14 1C 15 1C 16 1C 17 1C 20 1D 21 1D 22 1D 23 1D 24 1D 25 1D 26 1D 27 1D 30 1E 31 1E 32 1E 33 1E 34 1E 35 1E 36 1E 37 1E 40 1F 41 1F 42 1F 43 1F 44 1F 45 1F 46 1F 47 1F 50 20 51 20 52 20 53 20 54 20 55 20 56 20 57 20 60 21 61 21 62 21 63 21 64 21 65 21 66 21 67 21 70 22 71 22 72 22 73 22 74 22 75 22 76 22 77 22*,"........................"
0,"2820","0:57.339.529","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2821","1:06.482.220","278.100 us","1 B","","S","50","Write Transaction",09,"."
0,"2822","1:06.482.498","218.100 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2823","1:06.483.415","278.200 us","1 B","","S","50","Write Transaction",0A,"."
0,"2824","1:06.483.693","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2825","1:06.484.541","278.100 us","1 B","","S","50","Write Transaction",0B,"."
0,"2826","1:06.484.819","218.100 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2827","1:06.485.734","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2828","1:06.486.012","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2829","1:06.486.866","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2830","1:06.487.776","278.100 us","1 B","","S","50","Write Transaction",91,"."
0,"2831","1:06.488.054","218.100 us","1 B","","SP","50","Read Transaction",60*,"`"
0,"2832","1:06.488.494","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2833","1:06.489.504","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2834","1:06.489.782","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2835","1:06.490.637","321.800 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2836","1:06.491.548","278.200 us","1 B","","S","50","Write Transaction",8B,"."
0,"2837","1:06.491.826","529.100 us","4 B","","SP","50","Read Transaction",00 00 00 00*,"...."
0,"2838","1:06.492.499","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2839","1:06.493.649","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2840","1:06.493.927","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2841","1:06.494.780","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2842","1:06.495.691","278.200 us","1 B","","S","50","Write Transaction",95,"."
0,"2843","1:06.495.969","529.100 us","4 B","","SP","50","Read Transaction",00 00 00 00*,"...."
0,"2844","1:06.497.486","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2845","1:06.498.614","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2846","1:06.498.892","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2847","1:06.499.745","321.800 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2848","1:06.500.495","278.100 us","1 B","","S","50","Write Transaction",8F,"."
0,"2849","1:06.500.774","529.200 us","4 B","","SP","50","Read Transaction",00 9A 00 9A*,"...."
0,"2850","1:06.502.290","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2851","1:06.505.037","278.200 us","1 B","","S","50","Write Transaction",08,"."
0,"2852","1:06.505.315","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2853","1:06.506.237","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2854","1:06.506.515","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2855","1:06.507.370","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2856","1:06.508.280","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"2857","1:06.508.558","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2858","1:06.509.410","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2859","1:06.510.390","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2860","1:06.510.669","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2861","1:06.511.522","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2862","1:06.512.431","278.200 us","1 B","","S","50","Write Transaction",9E,"."
0,"2863","1:06.512.710","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2864","1:06.513.562","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2865","1:06.514.542","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2866","1:06.514.820","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2867","1:06.515.674","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2868","1:06.516.498","278.200 us","1 B","","S","50","Write Transaction",93,"."
0,"2869","1:06.516.776","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2870","1:06.517.628","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2871","1:06.518.634","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2872","1:06.518.913","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2873","1:06.519.767","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2874","1:06.520.501","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"2875","1:06.520.779","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2876","1:06.521.631","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2877","1:06.522.608","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2878","1:06.522.886","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2879","1:06.523.739","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2880","1:06.524.500","278.200 us","1 B","","S","50","Write Transaction",88,"."
0,"2881","1:06.524.778","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2882","1:06.525.631","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2883","1:06.526.633","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2884","1:06.526.911","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2885","1:06.527.765","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2886","1:06.528.498","278.200 us","1 B","","S","50","Write Transaction",9D,"."
0,"2887","1:06.528.776","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2888","1:06.529.628","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2889","1:06.530.601","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2890","1:06.530.879","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2891","1:06.531.732","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2892","1:06.532.500","278.100 us","1 B","","S","50","Write Transaction",89,"."
0,"2893","1:06.532.779","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2894","1:06.533.631","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2895","1:06.534.637","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2896","1:06.534.915","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2897","1:06.535.769","321.700 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2898","1:06.536.499","278.100 us","1 B","","S","50","Write Transaction",9D,"."
0,"2899","1:06.536.777","218.000 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2900","1:06.537.630","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2901","1:06.538.610","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2902","1:06.538.888","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2903","1:06.539.742","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2904","1:06.540.501","278.100 us","1 B","","S","50","Write Transaction",9E,"."
0,"2905","1:06.540.779","218.100 us","1 B","","SP","50","Read Transaction",06*,"."
0,"2906","1:06.541.632","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2907","1:06.542.611","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2908","1:06.542.889","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2909","1:06.543.743","321.700 us","2 B","","SP","50","Write Transaction",7F 11,".."
0,"2910","1:06.544.505","278.200 us","1 B","","S","50","Write Transaction",94,"."
0,"2911","1:06.544.783","218.000 us","1 B","","SP","50","Read Transaction",00*,"."
0,"2912","1:06.545.636","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2913","1:06.547.459","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2914","1:06.547.737","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2915","1:06.548.507","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2916","1:06.549.416","278.100 us","1 B","","S","50","Write Transaction",8E,"."
0,"2917","1:06.549.694","218.000 us","1 B","","SP","50","Read Transaction",64*,"d"
0,"2918","1:06.550.547","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2919","1:06.551.676","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2920","1:06.551.954","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2921","1:06.552.504","321.800 us","2 B","","SP","50","Write Transaction",7F 01,".."
0,"2922","1:06.553.414","278.100 us","1 B","","S","50","Write Transaction",8E,"."
0,"2923","1:06.553.692","218.000 us","1 B","","SP","50","Read Transaction",64*,"d"
0,"2924","1:06.554.542","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2925","1:06.555.497","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2926","1:06.555.775","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2927","1:06.556.501","321.700 us","2 B","","SP","50","Write Transaction",7F 2F,"./"
0,"2928","1:06.557.408","278.200 us","1 B","","S","50","Write Transaction",80,"."
0,"2929","1:06.557.686","218.000 us","1 B","","SP","50","Read Transaction",07*,"."
0,"2930","1:06.558.536","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2931","1:06.559.491","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2932","1:06.559.769","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2933","1:06.560.500","321.800 us","2 B","","SP","50","Write Transaction",7F 2C,".,"
0,"2934","1:06.561.407","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2935","1:06.561.685","13.389.200 ms","128 B","","SP","50","Read Transaction",55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 00 00 00 00 AA AA AA AA AA AA AA AA 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 00 00 00 00 AA AA AA AA AA AA AA AA 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55*,"UUUUUUUUUUUUUUUUUUUUUUUU"
0,"2936","1:06.588.686","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2937","1:06.589.653","278.200 us","1 B","","S","50","Write Transaction",02,"."
0,"2938","1:06.589.931","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2939","1:06.590.781","321.800 us","2 B","","SP","50","Write Transaction",7F 20,". "
0,"2940","1:06.591.685","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2941","1:06.591.964","13.389.200 ms","128 B","","SP","50","Read Transaction",00 09 01 09 02 09 03 09 04 09 05 09 06 09 07 09 10 0B 11 0B 12 0B 13 0B 14 0B 15 0B 16 0B 17 0B 20 0D 21 0D 22 0D 23 0D 24 0D 25 0D 26 0D 27 0D 30 0F 31 0F 32 0F 33 0F 34 0F 35 0F 36 0F 37 0F 40 0A 41 0A 42 0A 43 0A 44 0A 45 0A 46 0A 47 0A 50 0C 51 0C 52 0C 53 0C 54 0C 55 0C 56 0C 57 0C 60 0E 61 0E 62 0E 63 0E 64 0E 65 0E 66 0E 67 0E 70 10 71 10 72 10 73 10 74 10 75 10 76 10 77 10*,"........................"
0,"2942","1:06.620.684","321.800 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2943","1:06.621.806","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2944","1:06.622.085","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2945","1:06.622.933","321.800 us","2 B","","SP","50","Write Transaction",7F 21,".!"
0,"2946","1:06.623.837","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2947","1:06.624.115","13.389.200 ms","128 B","","SP","50","Read Transaction",00 11 01 11 02 11 03 11 04 11 05 11 06 11 07 11 10 13 11 13 12 13 13 13 14 13 15 13 16 13 17 13 20 15 21 15 22 15 23 15 24 15 25 15 26 15 27 15 30 17 31 17 32 17 33 17 34 17 35 17 36 17 37 17 40 19 41 19 42 19 43 19 44 19 45 19 46 19 47 19 50 04 51 04 52 04 53 04 00 00 00 00 00 00 00 00 60 05 61 05 62 05 63 05 64 05 65 05 66 05 67 05 70 07 71 07 72 07 73 07 74 07 75 07 76 07 77 07*,"........................"
0,"2948","1:06.653.151","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2949","1:06.654.284","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2950","1:06.654.562","218.100 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2951","1:06.655.415","321.700 us","2 B","","SP","50","Write Transaction",7F 22,"."""
0,"2952","1:06.656.323","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2953","1:06.656.601","13.389.100 ms","128 B","","SP","50","Read Transaction",00 12 01 12 02 12 03 12 04 12 05 12 06 12 07 12 10 14 11 14 12 14 13 14 14 14 15 14 16 14 17 14 20 16 21 16 22 16 23 16 24 16 25 16 26 16 27 16 30 18 31 18 32 18 33 18 34 18 35 18 36 18 37 18 40 1A 41 1A 42 1A 43 1A 44 1A 45 1A 46 1A 47 1A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 60 06 61 06 62 06 63 06 64 06 65 06 66 06 67 06 70 08 71 08 72 08 73 08 74 08 75 08 76 08 77 08*,"........................"
0,"2954","1:06.684.690","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2955","1:06.685.781","278.100 us","1 B","","S","50","Write Transaction",02,"."
0,"2956","1:06.686.059","218.000 us","1 B","","SP","50","Read Transaction",04*,"."
0,"2957","1:06.686.907","321.700 us","2 B","","SP","50","Write Transaction",7F 23,".#"
0,"2958","1:06.687.809","278.100 us","1 B","","S","50","Write Transaction",80,"."
0,"2959","1:06.688.087","13.389.100 ms","128 B","","SP","50","Read Transaction",00 1B 01 1B 02 1B 03 1B 04 1B 05 1B 06 1B 07 1B 10 1C 11 1C 12 1C 13 1C 14 1C 15 1C 16 1C 17 1C 20 1D 21 1D 22 1D 23 1D 24 1D 25 1D 26 1D 27 1D 30 1E 31 1E 32 1E 33 1E 34 1E 35 1E 36 1E 37 1E 40 1F 41 1F 42 1F 43 1F 44 1F 45 1F 46 1F 47 1F 50 20 51 20 52 20 53 20 54 20 55 20 56 20 57 20 60 21 61 21 62 21 63 21 64 21 65 21 66 21 67 21 70 22 71 22 72 22 73 22 74 22 75 22 76 22 77 22*,"........................"
0,"2960","1:06.716.705","321.700 us","2 B","","SP","50","Write Transaction",7F 00,".."
0,"2961","1:11.432.626","278.100 us","1 B","","S","50","Write Transaction",00,"."
0,"2962","1:11.432.904","218.000 us","1 B","","SP","50","Read Transaction",19*,"."
0,"2963","1:11.433.789","278.200 us","1 B","","S","50","Write Transaction",7F,"."
